IRIS,REG,DEP,UU2010,COM,LIBCOM,TRIRIS,GRD_QUART,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,P10_POP0205,P10_POP0610,P10_POP1114,P10_POP1517,P10_POP1824,P10_POP2529,P10_POP30P,P10_SCOL0205,P10_SCOL0610,P10_SCOL1114,P10_SCOL1517,P10_SCOL1824,P10_SCOL2529,P10_SCOL30P,P10_NSCOL15P,P10_NSCOL15P_DIPL0,P10_NSCOL15P_CEP,P10_NSCOL15P_BEPC,P10_NSCOL15P_CAPBEP,P10_NSCOL15P_BAC,P10_NSCOL15P_BACP2,P10_NSCOL15P_SUP,P10_HNSCOL15P,P10_HNSCOL15P_DIPL0,P10_HNSCOL15P_CEP,P10_HNSCOL15P_BEPC,P10_HNSCOL15P_CAPBEP,P10_HNSCOL15P_BAC,P10_HNSCOL15P_BACP2,P10_HNSCOL15P_SUP,P10_FNSCOL15P,P10_FNSCOL15P_DIPL0,P10_FNSCOL15P_CEP,P10_FNSCOL15P_BEPC,P10_FNSCOL15P_CAPBEP,P10_FNSCOL15P_BAC,P10_FNSCOL15P_BACP2,P10_FNSCOL15P_SUP
751124509,11,75,851,75112,Paris 12e Arrondissement,750921,7511245,Bel Air 9,H,0,2,58,77,65,47,222,214,1056,40,77,59,47,118,13,22,1339,115,79,105,113,196,212,520,645,61,43,32,52,90,83,283,693,54,36,73,61,106,129,236
751124510,11,75,851,75112,Paris 12e Arrondissement,750911,7511245,Bel Air 10,H,0,1,103,154,116,88,294,123,1306,81,154,116,87,233,41,21,1429,170,100,94,243,326,214,282,601,83,19,29,112,130,66,162,827,87,81,66,131,196,147,120
751124511,11,75,851,75112,Paris 12e Arrondissement,750911,7511245,Bel Air 11,H,0,1,148,173,126,82,179,101,1566,117,170,120,72,132,19,25,1680,389,171,98,220,355,201,246,678,146,54,25,99,162,79,114,1002,243,117,72,121,193,123,132
751124512,11,75,851,75112,Paris 12e Arrondissement,750901,7511245,Bel Air 12,H,0,1,115,109,85,73,447,471,2265,63,106,85,73,301,67,56,2759,229,122,158,290,425,442,1092,1195,102,41,63,158,171,192,468,1564,127,82,94,133,254,250,624
751124513,11,75,851,75112,Paris 12e Arrondissement,750901,7511245,Bel Air 13,H,0,1,70,65,69,49,263,230,1264,53,65,69,49,190,22,14,1532,171,92,69,101,224,210,665,690,85,25,27,51,106,81,315,842,86,67,41,50,118,129,350
751124514,11,75,851,75112,Paris 12e Arrondissement,750901,7511245,Bel Air 14,H,0,1,97,67,36,54,164,211,1598,77,67,36,50,126,50,36,1765,128,114,97,151,185,240,850,859,68,47,43,85,91,84,440,906,60,67,54,65,94,155,410
751124577,11,75,851,75112,Paris 12e Arrondissement,750911,7511245,Bois de Vincennes,D,0,3,24,27,29,24,48,164,299,17,27,29,24,12,3,12,484,10,6,73,74,111,63,148,347,7,6,64,51,52,35,133,137,4,0,9,23,59,28,15
751124601,11,75,851,75112,Paris 12e Arrondissement,750941,7511246,Picpus 1,H,0,1,118,183,109,69,300,375,2342,68,183,109,65,235,48,48,2688,296,86,182,327,469,312,1017,1423,177,25,105,207,229,118,562,1266,119,61,77,120,240,194,454
751124602,11,75,851,75112,Paris 12e Arrondissement,750951,7511246,Picpus 2,H,0,1,119,139,98,53,220,341,1957,67,136,97,49,149,77,50,2247,230,146,79,246,376,326,844,1039,122,49,41,111,141,141,434,1208,108,97,38,135,234,184,410
751124603,11,75,851,75112,Paris 12e Arrondissement,750951,7511246,Picpus 3,H,0,1,92,62,40,28,94,164,1316,75,60,40,26,68,14,30,1464,117,80,104,154,278,245,486,687,50,34,33,68,127,120,255,778,67,46,72,86,150,125,231
751124604,11,75,851,75112,Paris 12e Arrondissement,750961,7511246,Picpus 4,H,0,2,87,116,51,37,204,352,1560,58,116,50,34,142,51,32,1893,268,126,136,197,307,240,618,905,135,50,54,125,150,101,290,988,134,76,82,72,157,139,328
751124605,11,75,851,75112,Paris 12e Arrondissement,750961,7511246,Picpus 5,H,0,1,99,115,74,67,249,428,1589,67,115,74,64,123,90,29,2029,209,94,98,159,294,296,880,967,85,27,33,90,142,144,447,1062,124,67,65,68,152,152,433
751124606,11,75,851,75112,Paris 12e Arrondissement,750941,7511246,Picpus 6,H,0,1,90,127,128,52,324,457,2072,62,123,128,49,203,69,58,2525,410,126,171,235,293,315,976,1148,171,50,62,110,153,135,468,1376,239,76,109,125,140,180,507
751124608,11,75,851,75112,Paris 12e Arrondissement,750941,7511246,Picpus 8,H,0,1,68,94,82,61,268,270,1586,48,93,82,60,187,39,35,1864,100,83,116,127,288,244,907,889,35,33,45,54,112,114,496,974,65,49,70,73,176,129,411
751124609,11,75,851,75112,Paris 12e Arrondissement,750961,7511246,Picpus 9,H,0,2,52,85,62,63,213,189,1109,41,85,56,63,171,37,31,1272,248,81,65,155,178,145,400,598,117,19,35,84,91,70,181,674,131,62,30,71,87,75,219
751124610,11,75,851,75112,Paris 12e Arrondissement,750981,7511246,Picpus 10,H,0,1,52,39,67,36,170,337,1435,33,38,67,36,113,29,26,1774,105,98,106,131,215,237,882,804,43,34,33,73,84,97,441,970,62,64,74,58,131,140,441
751124611,11,75,851,75112,Paris 12e Arrondissement,750981,7511246,Picpus 11,H,0,1,84,48,23,58,244,225,1426,65,48,23,49,146,35,25,1698,123,65,90,84,312,272,753,869,42,14,28,54,158,103,470,829,81,51,61,30,154,169,283
751124612,11,75,851,75112,Paris 12e Arrondissement,750981,7511246,Picpus 12,H,0,1,78,95,41,42,243,448,1773,57,95,41,42,184,74,60,2146,155,158,86,198,281,307,961,973,66,73,17,86,116,141,474,1173,90,85,69,111,165,166,487
751124613,11,75,851,75112,Paris 12e Arrondissement,750991,7511246,Picpus 13,H,0,2,131,166,156,136,618,361,2613,91,166,153,133,487,53,112,2943,286,231,227,357,465,463,913,1381,127,87,103,192,215,203,455,1562,159,144,125,165,251,260,459
751124614,11,75,851,75112,Paris 12e Arrondissement,750891,7511246,Picpus 14,H,0,1,130,114,60,85,272,427,2761,93,114,60,84,209,66,42,3145,226,199,141,209,861,327,1181,1303,99,54,41,123,280,121,585,1842,127,145,101,85,582,206,596
751124615,11,75,851,75112,Paris 12e Arrondissement,750891,7511246,Picpus 15,H,0,1,100,143,96,80,312,349,2432,74,143,93,79,246,55,35,2757,264,213,252,245,428,344,1012,1192,123,71,89,114,166,142,487,1565,141,142,163,131,261,202,525
751124616,11,75,851,75112,Paris 12e Arrondissement,750881,7511246,Picpus 16,H,0,2,97,153,90,106,374,307,1922,76,153,90,106,298,74,30,2201,129,96,130,179,286,354,1027,959,50,33,48,74,116,125,512,1242,79,62,82,105,170,228,515
751124617,11,75,851,75112,Paris 12e Arrondissement,750881,7511246,Picpus 17,H,0,2,136,139,85,34,277,437,2296,100,139,85,34,219,88,53,2651,231,193,170,244,377,407,1030,1143,69,75,82,131,157,118,511,1508,162,118,88,113,220,289,519
751124618,11,75,851,75112,Paris 12e Arrondissement,750881,7511246,Picpus 18,H,0,2,107,118,116,74,277,381,2317,72,118,116,73,205,63,20,2690,178,125,109,207,470,298,1303,1208,53,40,53,83,209,109,661,1482,125,85,56,124,261,189,642
751124619,11,75,851,75112,Paris 12e Arrondissement,750991,7511246,Picpus 19,H,0,1,180,244,213,156,413,356,2957,133,244,212,150,289,48,53,3341,298,274,271,407,607,428,1057,1439,145,117,98,199,260,137,483,1903,153,156,173,209,346,291,573
751124620,11,75,851,75112,Paris 12e Arrondissement,750991,7511246,Picpus 20,H,0,2,72,65,15,28,210,310,1220,47,65,15,28,123,41,37,1539,136,89,77,119,227,289,602,694,65,39,42,72,105,102,268,845,71,50,35,46,122,187,334
751124621,11,75,851,75112,Paris 12e Arrondissement,750871,7511246,Picpus 21,H,0,2,107,131,98,73,312,261,1222,91,131,97,73,210,53,60,1472,198,86,52,121,184,199,633,737,103,24,30,73,102,84,320,735,94,62,22,48,82,115,313
751124622,11,75,851,75112,Paris 12e Arrondissement,750871,7511246,Picpus 22,H,0,1,15,44,27,50,260,220,1172,13,43,27,50,203,48,32,1369,467,32,27,79,165,132,467,864,406,14,8,41,90,68,236,505,61,18,19,37,75,64,231
751124623,11,75,851,75112,Paris 12e Arrondissement,750871,7511246,Picpus 23,H,0,1,97,83,105,82,256,200,1780,52,83,102,82,193,30,30,1983,178,130,127,187,262,282,818,860,69,51,33,78,104,102,424,1123,109,79,94,108,158,180,395
751124624,11,75,851,75112,Paris 12e Arrondissement,750891,7511246,Picpus 24,H,0,1,83,81,50,50,164,238,1592,56,79,50,50,99,22,32,1841,88,71,64,127,297,242,952,863,51,39,23,64,97,88,500,978,36,33,41,63,200,154,451
751124677,11,75,851,75112,Paris 12e Arrondissement,750951,7511246,Bois de Vincennes,D,0,3,0,2,4,5,244,95,206,0,2,4,5,233,21,10,281,205,1,4,10,24,18,20,243,204,1,1,7,10,12,9,38,1,0,3,4,14,6,11
751124701,11,75,851,75112,Paris 12e Arrondissement,750971,7511247,Bercy 1,H,0,1,163,216,268,193,373,189,1650,127,210,268,193,271,34,40,1867,161,47,113,180,313,278,775,835,74,13,50,73,116,99,411,1031,87,34,63,107,197,179,364
751124702,11,75,851,75112,Paris 12e Arrondissement,750961,7511247,Bercy 2,H,0,2,131,194,168,170,362,207,1843,92,194,168,170,252,33,26,2101,273,89,123,241,364,288,723,1005,123,39,59,131,176,124,353,1097,150,50,65,110,188,164,370
751124703,11,75,851,75112,Paris 12e Arrondissement,750971,7511247,Bercy 3,H,0,2,95,104,84,91,319,369,1481,69,103,84,91,203,41,47,1877,178,84,113,140,323,279,759,949,83,49,37,85,146,136,413,928,95,35,76,55,177,144,345
751124704,11,75,851,75112,Paris 12e Arrondissement,751001,7511247,Bercy 4,H,0,1,99,109,61,56,198,176,1679,75,109,61,55,153,27,39,1834,149,169,117,243,238,201,717,796,58,58,34,137,110,76,323,1038,92,111,83,106,128,125,394
751124705,11,75,851,75112,Paris 12e Arrondissement,751001,7511247,Bercy 5,H,0,2,105,185,109,93,298,345,1715,85,185,109,90,199,63,46,2052,270,134,140,264,265,228,752,1051,150,74,68,128,129,94,408,1001,120,61,71,136,135,135,343
751124706,11,75,851,75112,Paris 12e Arrondissement,750971,7511247,Bercy 6,A,0,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
751124707,11,75,851,75112,Paris 12e Arrondissement,751001,7511247,Bercy 7,A,0,3,3,3,1,1,4,6,55,1,3,1,1,3,1,0,61,3,3,3,4,14,8,26,29,2,3,2,2,3,4,14,32,1,1,1,3,11,3,12
751124708,11,75,851,75112,Paris 12e Arrondissement,750971,7511247,Jardin de Bercy,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751124799,11,75,851,75112,Paris 12e Arrondissement,750971,7511247,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751124801,11,75,851,75112,Paris 12e Arrondissement,751011,7511248,Quinze Vingts 1,H,0,1,197,160,132,98,370,501,2213,131,159,131,98,195,69,49,2772,384,163,158,273,379,384,1031,1287,177,57,50,118,192,161,532,1484,207,106,108,154,187,223,499
751124802,11,75,851,75112,Paris 12e Arrondissement,751011,7511248,Quinze Vingts 2,H,0,2,63,101,93,64,270,265,995,58,101,93,64,194,24,21,1292,179,60,51,108,188,173,534,578,71,17,12,60,83,67,267,714,108,42,39,47,105,106,266
751124803,11,75,851,75112,Paris 12e Arrondissement,750841,7511248,Quinze Vingts 3,H,0,1,74,75,49,17,169,274,1419,34,71,49,17,103,51,28,1681,78,54,135,95,191,265,863,878,28,26,82,41,101,119,481,803,51,28,53,53,90,146,382
751124804,11,75,851,75112,Paris 12e Arrondissement,750841,7511248,Quinze Vingts 4,H,0,1,76,92,64,38,273,273,1320,66,92,64,38,185,32,44,1605,146,51,45,116,229,228,790,767,67,16,19,67,112,77,408,838,79,35,25,49,116,150,383
751124805,11,75,851,75112,Paris 12e Arrondissement,750841,7511248,Quinze Vingts 5,H,0,1,94,114,71,32,147,190,1329,63,114,71,32,90,31,38,1506,159,82,54,90,207,170,744,694,78,53,15,40,86,88,334,812,81,29,40,50,121,82,409
751124806,11,75,851,75112,Paris 12e Arrondissement,750851,7511248,Quinze Vingts 6,H,0,1,80,122,92,64,213,260,1422,51,114,91,64,159,50,38,1648,92,30,50,111,228,229,908,809,35,13,23,65,123,108,441,839,57,17,27,46,105,121,467
751124807,11,75,851,75112,Paris 12e Arrondissement,750851,7511248,Quinze Vingts 7,H,0,1,115,113,93,60,300,446,2126,75,110,93,51,203,57,27,2595,327,144,127,194,311,357,1135,1161,133,65,43,99,149,132,539,1434,194,79,84,94,162,225,595
751124808,11,75,851,75112,Paris 12e Arrondissement,750851,7511248,Quinze Vingts 8,H,0,1,103,108,100,77,189,271,1541,74,108,100,75,119,40,44,1800,190,63,78,128,199,211,932,824,88,21,33,68,83,78,453,976,102,42,45,60,116,133,479
751124809,11,75,851,75112,Paris 12e Arrondissement,750861,7511248,Quinze Vingts 9,H,0,2,72,62,72,65,330,358,1649,53,62,69,65,216,72,40,2009,283,72,44,163,266,322,859,1009,160,23,8,100,133,151,435,1000,123,50,36,63,133,171,424
751124810,11,75,851,75112,Paris 12e Arrondissement,750861,7511248,Quinze Vingts 10,H,0,1,220,92,71,45,546,482,1878,80,92,67,44,422,162,84,2239,352,117,81,134,241,275,1040,1109,223,51,33,86,94,138,484,1131,129,66,48,47,147,137,555
751124811,11,75,851,75112,Paris 12e Arrondissement,751011,7511248,Quinze Vingts 11,A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751124812,11,75,851,75112,Paris 12e Arrondissement,751011,7511248,Quinze Vingts 12,A,0,3,25,47,29,36,128,91,485,22,47,28,32,114,23,15,557,122,40,26,54,72,59,184,296,79,11,13,29,27,26,110,262,43,29,13,26,44,33,74
751124813,11,75,851,75112,Paris 12e Arrondissement,750861,7511248,Quinze Vingts 13,A,0,3,21,27,14,6,74,103,323,17,27,14,4,42,22,15,424,39,7,16,58,80,91,132,217,16,6,3,41,48,30,74,207,23,1,14,17,32,61,58
751124888,11,75,851,75112,Paris 12e Arrondissement,750841,7511248,Bassin de l'Arsenal,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751124899,11,75,851,75112,Paris 12e Arrondissement,751011,7511248,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751134901,11,75,851,75113,Paris 13e Arrondissement,751041,7511349,Salpetriere 1,H,0,2,94,117,91,60,295,221,1557,72,117,91,60,211,44,23,1795,282,121,69,188,237,217,682,1074,180,63,22,105,129,70,506,721,102,58,48,83,108,147,176
751134902,11,75,851,75113,Paris 13e Arrondissement,751041,7511349,Salpetriere 2,H,0,1,101,84,85,79,309,311,2026,65,84,85,78,209,83,41,2315,137,157,139,221,305,345,1011,1011,57,53,61,104,153,123,459,1304,80,104,77,117,153,222,552
751134903,11,75,851,75113,Paris 13e Arrondissement,751041,7511349,Salpetriere 3,H,0,1,89,68,26,36,277,173,1486,59,68,26,33,188,33,46,1671,309,90,85,172,193,245,577,815,196,45,30,106,84,98,258,856,113,45,56,66,109,147,320
751134904,11,75,851,75113,Paris 13e Arrondissement,751031,7511349,Salpetriere 4,H,0,2,58,107,64,58,169,137,1141,39,107,64,52,108,17,20,1307,281,115,101,221,138,144,308,537,121,49,20,118,53,27,150,770,159,66,80,104,85,117,159
751134905,11,75,851,75113,Paris 13e Arrondissement,751031,7511349,Salpetriere 5,H,0,1,71,109,133,74,384,397,1617,59,109,133,74,309,113,42,1935,126,84,67,116,223,260,1059,898,46,17,30,56,91,133,525,1036,80,67,37,59,132,126,534
751134906,11,75,851,75113,Paris 13e Arrondissement,751031,7511349,Salpetriere 6,H,0,2,98,71,24,27,314,346,1447,76,71,24,27,233,81,52,1739,145,97,39,120,243,211,885,732,77,17,9,54,67,110,399,1008,68,80,31,66,176,102,486
751134907,11,75,851,75113,Paris 13e Arrondissement,751031,7511349,Salpetriere 7,H,0,2,40,52,39,40,332,295,1106,26,51,39,40,259,90,35,1350,101,20,34,93,233,213,655,683,64,5,13,38,146,113,304,667,37,15,21,55,87,100,351
751134908,11,75,851,75113,Paris 13e Arrondissement,751041,7511349,Salpetriere 8,A,0,3,72,112,65,90,351,212,893,54,106,65,90,296,48,20,1093,129,34,21,186,197,207,318,542,59,13,9,119,93,73,177,551,70,21,13,67,104,134,141
751134999,11,75,851,75113,Paris 13e Arrondissement,751041,7511349,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751135001,11,75,851,75113,Paris 13e Arrondissement,751211,7511350,Gare 1,H,0,1,105,122,69,41,146,146,1331,78,122,64,36,56,10,27,1535,306,103,159,305,262,150,250,771,166,25,93,170,155,46,116,764,141,78,67,134,107,104,134
751135002,11,75,851,75113,Paris 13e Arrondissement,751211,7511350,Gare 2,H,0,1,72,132,83,83,149,131,1684,52,132,83,69,106,19,26,1826,847,184,104,252,188,108,144,944,566,59,19,133,82,33,52,882,281,125,85,119,106,74,92
751135003,11,75,851,75113,Paris 13e Arrondissement,751171,7511350,Gare 3,H,0,1,177,243,227,162,463,313,2828,127,235,224,162,323,75,73,3133,1016,147,208,382,481,346,553,1411,456,62,82,194,197,142,278,1721,561,85,125,189,284,204,275
751135004,11,75,851,75113,Paris 13e Arrondissement,751171,7511350,Gare 4,H,0,1,110,148,117,104,247,194,1507,85,146,115,100,190,58,53,1650,968,14,45,101,160,99,264,790,431,3,20,54,86,52,144,860,537,11,26,46,74,46,120
751135005,11,75,851,75113,Paris 13e Arrondissement,751171,7511350,Gare 5,H,0,2,165,218,132,138,445,328,2116,124,218,132,129,317,62,35,2483,451,103,158,246,395,290,840,1185,206,36,71,113,186,116,457,1298,245,67,87,133,208,174,383
751135006,11,75,851,75113,Paris 13e Arrondissement,751181,7511350,Gare 6,H,0,1,98,163,143,124,388,343,2139,70,147,143,123,267,72,61,2470,434,124,118,197,345,295,956,1172,183,41,50,117,147,104,531,1298,251,83,68,81,198,192,425
751135007,11,75,851,75113,Paris 13e Arrondissement,751181,7511350,Gare 7,H,0,1,149,125,92,73,246,203,1620,114,124,92,70,174,63,66,1769,358,101,92,218,320,213,467,812,152,42,32,108,144,92,242,957,206,59,59,110,176,121,225
751135008,11,75,851,75113,Paris 13e Arrondissement,751181,7511350,Gare 8,H,0,1,117,177,124,142,335,166,1919,80,177,124,139,224,36,35,2128,468,101,134,307,367,249,503,960,211,33,56,153,164,102,242,1168,257,68,78,154,202,147,261
751135009,11,75,851,75113,Paris 13e Arrondissement,751211,7511350,Gare 9,H,0,2,182,248,100,140,204,158,1170,134,244,99,135,137,12,38,1351,290,79,74,132,326,199,250,598,117,32,36,77,121,82,133,753,173,47,38,55,205,117,118
751135010,11,75,851,75113,Paris 13e Arrondissement,751191,7511350,Gare 10,H,0,1,56,68,82,59,305,259,1366,51,68,82,56,237,54,45,1596,219,53,46,151,251,168,707,758,112,7,13,101,137,55,332,838,106,46,33,50,114,113,376
751135011,11,75,851,75113,Paris 13e Arrondissement,751191,7511350,Gare 11,H,0,1,114,160,108,88,349,263,1654,77,159,108,88,267,54,37,1908,300,60,92,183,219,289,765,996,214,35,46,91,99,121,389,912,85,25,47,92,121,168,375
751135012,11,75,851,75113,Paris 13e Arrondissement,751191,7511350,Gare 12,H,0,1,88,116,91,63,453,528,1410,53,112,88,62,288,92,59,1954,310,50,75,131,256,265,868,983,168,11,31,64,120,131,456,971,141,39,43,67,136,133,412
751135013,11,75,851,75113,Paris 13e Arrondissement,751201,7511350,Gare 13,H,0,2,35,16,9,1,151,114,459,27,16,9,1,59,22,5,638,119,34,37,95,129,84,141,326,59,12,14,48,69,31,92,313,60,21,23,47,60,53,49
751135014,11,75,851,75113,Paris 13e Arrondissement,751201,7511350,Gare 14,H,0,2,82,93,64,55,422,393,2132,58,93,64,55,336,87,46,2478,696,36,73,167,301,269,935,1591,630,18,41,118,153,104,527,887,66,18,33,49,148,165,408
751135015,11,75,851,75113,Paris 13e Arrondissement,751051,7511350,Gare 15,H,0,2,35,28,20,14,79,93,364,30,28,20,14,64,15,13,443,39,9,13,54,61,130,137,261,18,5,7,33,36,91,71,181,21,4,7,21,24,38,66
751135016,11,75,851,75113,Paris 13e Arrondissement,751051,7511350,Gare 16,H,0,3,39,49,31,16,49,43,249,32,49,31,16,41,8,3,289,32,6,7,24,58,36,127,138,15,3,6,11,26,14,63,152,17,3,1,13,32,22,64
751135017,11,75,851,75113,Paris 13e Arrondissement,751051,7511350,Gare 17,H,0,2,52,71,60,39,83,47,581,45,71,60,39,67,4,12,628,29,3,15,18,75,95,392,317,17,3,4,10,31,28,225,311,13,1,12,8,45,67,167
751135018,11,75,851,75113,Paris 13e Arrondissement,751051,7511350,Gare 18,H,0,2,122,145,191,188,379,159,1230,101,142,191,182,275,23,17,1460,194,37,76,185,203,218,548,663,88,28,21,83,75,75,294,797,107,9,55,102,127,144,253
751135019,11,75,851,75113,Paris 13e Arrondissement,751201,7511350,Gare 19,H,0,2,154,127,96,61,713,757,2634,101,127,96,61,515,134,77,3379,275,177,167,287,509,398,1566,1590,111,67,60,132,268,157,795,1789,164,110,107,155,241,241,771
751135020,11,75,851,75113,Paris 13e Arrondissement,751051,7511350,Gare 20,H,0,2,119,135,97,89,330,390,2262,92,135,97,89,243,61,40,2640,356,114,97,244,456,355,1018,1227,136,34,36,140,188,166,527,1412,220,80,61,103,268,189,492
751135021,11,75,851,75113,Paris 13e Arrondissement,751061,7511350,Gare 21,H,0,1,147,110,71,85,292,258,1938,102,107,67,73,194,31,44,2232,287,86,160,254,399,376,670,1039,152,34,72,121,176,156,328,1193,135,52,88,133,223,221,342
751135023,11,75,851,75113,Paris 13e Arrondissement,751061,7511350,Gare 23,H,0,1,53,84,45,62,176,100,1260,47,84,45,62,130,13,23,1370,86,82,60,124,239,173,606,600,47,40,0,54,115,49,294,770,39,42,60,70,124,124,312
751135024,11,75,851,75113,Paris 13e Arrondissement,751071,7511350,Gare 24,H,0,2,93,131,124,135,247,301,1766,61,131,124,131,210,50,72,1986,146,58,80,160,317,260,966,871,73,14,16,91,107,104,466,1115,73,44,64,69,210,156,499
751135025,11,75,851,75113,Paris 13e Arrondissement,751071,7511350,Gare 25,H,0,1,105,110,72,56,182,128,1507,75,97,68,56,146,26,35,1611,215,96,95,188,247,170,600,713,90,43,23,87,101,58,311,898,125,53,71,101,146,112,288
751135026,11,75,851,75113,Paris 13e Arrondissement,751071,7511350,Gare 26,H,0,2,73,81,80,52,312,191,923,44,75,77,46,216,41,21,1154,191,65,70,203,206,154,266,502,89,18,37,96,95,53,115,652,102,47,33,108,110,101,151
751135027,11,75,851,75113,Paris 13e Arrondissement,751081,7511350,Gare 27,H,0,1,116,140,106,60,247,158,1937,93,136,105,55,141,24,60,2120,511,179,148,296,262,236,488,1021,245,68,49,151,94,120,293,1100,266,111,98,144,168,116,195
751135028,11,75,851,75113,Paris 13e Arrondissement,751081,7511350,Gare 28,H,0,1,111,109,103,37,399,234,1291,73,109,103,37,340,89,43,1451,89,104,45,134,216,212,652,644,51,33,21,71,84,70,313,807,38,71,24,63,131,142,338
751135029,11,75,851,75113,Paris 13e Arrondissement,751081,7511350,Gare 29,H,0,1,132,125,86,166,284,109,2344,80,121,86,166,219,14,22,2482,292,91,262,325,478,323,712,1022,114,26,90,184,162,115,330,1460,177,65,172,141,315,208,382
751135030,11,75,851,75113,Paris 13e Arrondissement,751071,7511350,Gare 30,H,0,2,85,86,97,46,164,93,1220,54,83,97,46,119,12,31,1316,200,102,139,185,205,173,312,521,77,36,31,95,77,69,135,796,123,66,108,90,128,104,177
751135031,11,75,851,75113,Paris 13e Arrondissement,751061,7511350,Gare 31,H,0,1,72,72,67,50,142,170,1387,59,72,61,50,63,9,24,1603,336,122,162,287,258,179,259,798,239,36,77,148,110,67,121,804,96,86,85,139,148,112,138
751135032,11,75,851,75113,Paris 13e Arrondissement,751051,7511350,Gare 32,A,0,3,3,0,0,0,1,1,11,3,0,0,0,1,0,0,13,0,3,0,3,1,0,6,8,0,1,0,3,0,0,4,4,0,1,0,0,1,0,1
751135099,11,75,851,75113,Paris 13e Arrondissement,751051,7511350,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751135101,11,75,851,75113,Paris 13e Arrondissement,751221,7511351,Maison Blanche 1,H,0,2,196,241,215,147,334,168,2131,141,241,212,140,181,12,42,2405,584,198,206,413,377,277,350,1059,264,77,94,198,173,94,158,1346,320,121,112,215,204,182,192
751135102,11,75,851,75113,Paris 13e Arrondissement,751161,7511351,Maison Blanche 2,H,0,1,86,147,108,87,356,210,1461,58,144,96,87,253,30,44,1701,617,29,97,141,181,189,447,806,262,3,46,79,76,88,252,895,355,26,51,62,105,101,195
751135103,11,75,851,75113,Paris 13e Arrondissement,751161,7511351,Maison Blanche 3,H,0,1,102,78,75,82,270,207,1481,80,78,75,82,188,43,27,1699,334,117,54,139,270,170,615,790,140,44,18,43,150,56,339,909,195,73,35,96,120,115,276
751135104,11,75,851,75113,Paris 13e Arrondissement,751161,7511351,Maison Blanche 4,H,0,1,117,93,74,67,445,324,1460,79,92,74,67,389,79,57,1703,302,74,82,163,267,165,650,850,181,31,30,83,131,102,293,853,121,43,52,80,136,63,358
751135105,11,75,851,75113,Paris 13e Arrondissement,751161,7511351,Maison Blanche 5,H,0,1,95,87,112,88,315,454,1743,69,87,107,84,246,83,41,2146,116,69,95,108,267,326,1164,1064,52,33,38,60,110,138,633,1082,64,36,57,48,157,189,530
751135106,11,75,851,75113,Paris 13e Arrondissement,751151,7511351,Maison Blanche 6,H,0,2,224,277,272,167,492,360,2330,170,276,264,167,363,53,60,2706,309,134,124,234,446,403,1056,1296,139,61,46,106,224,183,536,1409,170,73,77,127,222,220,520
